bod_out,cod_out,tss_out,ph_out,temp_effluent_out
10.748842235268627,63.54413202195403,12.713393487237465,9.186105205697778,23.43585613673836
7.75266861204825,58.71564300601716,13.1266644722828,9.710508258650123,23.05170584154079
8.336548251918074,57.13865179146474,10.45523700548291,9.659971831496023,23.44010473337014
7.794373480880264,58.480516911247186,10.863015129732913,9.84202940334946,23.32909392992742
7.444677040791783,55.319096225155526,12.50976570129536,9.772261841289671,23.052394005076852
11.03234181042722,63.85679442709734,13.593055320863007,9.285588131066724,23.471058743737174
7.577751247642777,58.43196186174329,12.131947983150633,9.734780151425191,23.16565599574179
10.355995223025745,62.70371694131543,12.751542666599343,9.193323854240168,23.415601479143497
7.716515417935421,57.77864391279386,11.017303913486217,9.860665869855294,23.299128910031925
7.76387867679723,57.54778734506914,11.028113787351755,9.868741260271818,23.2508472168339
6.9301101748304115,45.523008935256925,9.306110282092796,9.188477873870903,21.36258101630376
10.231046411150949,71.24225511020879,14.402388561483871,9.341838112958209,20.977937815666504
9.436948089518317,59.81778895532171,11.82441893183959,9.214401269404153,23.263855470600458
7.984836420979775,58.2731791343233,10.697658763115264,9.776183747426678,23.37698572813021
7.722072744745649,57.845059620052055,11.00103156249399,9.858759034868276,23.301717016342916
8.336548251918074,57.13865179146474,10.45523700548291,9.659971831496023,23.44010473337014
10.341158975541507,73.33536769177422,13.704945617839082,9.32180389317482,21.519870845078618
8.885925645146425,57.75428398703,10.867961375255035,9.454249360522878,23.434527489798576
8.982948594832749,61.37341129990951,11.603084864778586,9.343789380330314,22.74703473576741
6.123164188037983,50.025863845685784,11.136597690951282,9.392188647655788,21.098247069113665
8.111358381927042,57.4510359581711,10.43546544340676,9.725943224230917,23.420439221417237
8.901201747950338,59.676360801102405,11.450903803722134,9.464285130395334,23.000868521343637
10.365115011231408,62.65494619673485,12.623423669569577,9.183733937627148,23.387892843842874
8.379188786948374,52.26255576420908,10.826429791235341,9.331922576270166,21.123485205255047
7.997741013178954,58.20731385264795,10.670637238594164,9.772105795096445,23.38045148717249
8.019308861644733,58.042719368962366,10.603269936909456,9.761955765068029,23.389123925338172
7.666845549334173,57.668259650795804,11.222958294401382,9.849814461924202,23.274531941719513
12.066518950063871,58.74575138289208,12.097684232146417,9.295055504345514,21.153257374936263
11.116629995015462,56.05271001893492,13.53904599531602,9.411796225926606,21.55596000324127
8.023566888341549,58.009812457850515,10.589828474154467,9.759933434033698,23.390859788610324
7.712696769461145,57.74357022719304,11.031964677971443,9.861842278332988,23.29716008445598
9.731108888007531,70.77996783167629,13.471156382431127,9.466527634318739,21.564962452389967
7.918595618294217,61.35062465157254,12.742495494160025,9.689621979372447,21.276392090139748
7.599864970611426,58.503139729506174,11.838527402409634,9.740653057733455,23.163672259190268
10.32281664334581,73.32424679288248,13.616998780657948,9.322224654095876,21.5487155380275
7.783102591615201,58.30584095141459,13.146613779731302,9.704919143746894,23.003705696206485
7.646977026418847,58.72091785356535,12.651117424907497,9.71940753132606,23.105490478363528
7.836924075143399,58.24519497326509,10.686952679005065,9.858898903708477,23.314264287314007
7.611262548054711,58.59063959280048,11.929782342841392,9.732766868939324,23.15365462804222
7.697653245493115,58.83823825684765,12.908713674604012,9.712835975909318,23.076319441330412
7.682016756116237,57.452663497166526,13.014514398004955,9.719376880503889,22.99719323339922
7.512099790801882,56.21672382848123,12.716204098004056,9.74872433801848,23.042300149345262
7.556968511077848,58.30757330799409,11.971696931777513,9.744016214911941,23.183870424549085
7.723306932180623,58.36945905505792,13.107130212746362,9.714017993365099,23.049254544560196
7.022280318524846,62.35077402052855,11.067277214914542,9.898075707757277,21.59626082833056
8.828922438653736,41.43888518911407,32.35201118384298,11.674308251299868,24.990153065674367
7.475034010529786,55.6798795043988,12.61340263004846,9.763709200946137,23.003167415039368
7.399870251987835,54.38581999356565,12.285976540373033,9.796431094537065,23.06553809738094
7.75266861204825,58.71564300601716,13.1266644722828,9.710508258650123,23.05170584154079
7.411840751618396,54.63338710284573,12.344657676820077,9.789975760428298,23.062022537363337
7.743311158353428,58.58966498205838,13.124531349600774,9.711900900265315,23.0504637393748
8.07532921099763,57.615253035635945,10.470078426468822,9.735864209957798,23.411725754598283
7.6710298437334465,58.79567803199405,12.814544903765116,9.715218239121489,23.086920729547625
7.579685290395583,58.172557680202665,11.60938622358154,9.784508618747617,23.230654269166433
7.759424140248941,58.27105065823897,10.931073655463265,9.848361617668873,23.31596206226207
7.293498693560766,52.674348451598554,12.210204985514734,9.833888715114776,22.925587293262296
4.634276219123304,48.59518034110202,13.278118397567052,9.989820646794094,21.306272995373096
7.823983289688387,58.76192622124207,13.18931329919724,9.701198998488024,23.00726569140476
7.432667447240174,51.88307444699572,12.253293142328367,9.835117415411197,23.114141799103063
7.397569248244437,54.3175319219497,12.314610866237498,9.800150488535339,22.954903511372976
4.918601670461044,46.542170617647024,9.318534086500396,10.506558934584223,22.029936818724888
4.682328204269714,48.63156969855238,13.23096200417244,10.044286629512543,21.357449872165127
7.629638989329633,57.22840555310784,12.956262750724767,9.723341839694669,23.037720017276996
6.784096549443631,41.757210241209094,15.40705166253866,11.638012047557256,22.93313260716278
6.936855920100341,50.99914285458235,11.924604101720725,9.857169520219784,22.83384141490195
5.038558448627342,41.86912309292221,9.071332065095332,10.931227137806072,22.478681313851915
7.661943154907219,51.284954388577916,27.564152003504248,11.267871984805142,25.263650802192732
6.590550924249339,55.113190225062226,11.218200460815465,9.903471371131772,22.05668316766925
6.523571919590673,43.36894495756657,18.76177779262548,10.597222903719269,21.767331764763934
7.428349759436065,51.105774879920254,12.203605750027194,9.862535602395129,23.184536239284842
7.397925090675965,45.31648101461673,11.088987632619654,10.173766894751187,23.484811213387108
7.396875142002909,54.324076049309134,12.272824319325647,9.798046089061256,23.06641817964203
7.365529898020952,45.97859373438479,11.21418137696479,10.117250025997604,23.42780737292033
5.75324341708797,45.32001962198049,18.309764248711122,10.53588080019455,21.59870815272675
7.12566509605576,36.4059031907017,7.989139463901022,11.037821543265656,23.98685066280838
6.665088275469214,32.55777328429098,7.495785123109307,11.593057918933182,24.122992224239187
7.175950878410264,37.98052993635577,8.418861956525822,10.854664604377115,23.85736014299275
15.459682037030994,56.92520197451682,47.84273378461582,11.76173575805621,27.20649742206547
6.673922405049927,31.41659973010421,7.1386735834702115,12.509012346128095,24.576908162867195
7.291782997098984,40.37503424457732,9.265363257971176,10.595473896867086,23.708308334778703
9.846597446647275,58.25081981598845,14.500534834486094,10.016283120621704,26.384581410775812
5.89361663448316,40.6055506765469,8.736091051846573,11.39741927684503,22.36084816504842
7.3617706650814725,44.658295129693094,10.859605712529058,10.218618201008667,23.489787118461294
6.72954353155775,33.23408639220116,7.555549703969707,11.487401575580748,24.062856297142385
5.355264765424033,40.25602672725063,10.53946651493406,11.677753303778383,23.164431360969036
5.048170458459059,41.519351514215344,9.477032245415128,11.034895730958416,22.64631289135138
6.849245854072836,34.55380675776863,7.693910706082583,11.28461681836191,24.007302271487614
9.285579009002209,63.752302454357306,13.07128470501161,8.454102176711812,26.414314719113488
6.42299140408015,31.922791276747283,7.303562004936943,12.010109230337525,24.255446256227987
5.55778422768999,34.58428290313841,8.579296522227787,11.564742636551967,23.441037423838534
11.489523584083502,53.53642395636241,13.403862410296249,4.985949179067323,28.062205147507125
10.889296258610866,57.519236367365124,11.501442751638427,8.634261605323442,27.284669174436864
4.9320176427830935,43.55530456851376,9.348055575004047,10.618432898152527,22.274764511517798
6.796350176110336,31.3620571121035,7.143623369378007,12.626310479922113,24.614607923997863
5.370977280104618,35.36971946427092,9.043770407911497,11.769713323869535,23.35543568105025
6.055798157535791,35.3385222957972,7.9430581111319984,13.221394039805736,24.897562295108866
8.06743874107001,35.6321295457343,6.87698883546234,13.969729185508388,25.57988231007995
6.504114155188707,31.446557839573018,7.117883322422024,12.452902234218104,24.5187029702549
6.9272849995481165,31.195937196522827,6.945821234298049,12.865262335262795,24.64065664971334
10.26581629464714,54.53008173059118,10.937175720127662,6.232807066609473,27.45264278879624
7.281775896347286,40.42264882694849,8.25368230052505,13.724434601527705,26.23642888468125
6.8751745351129765,31.368549221185326,7.157643058135552,12.635805290121723,24.633540576386228
6.838331203199217,32.637227800021606,7.45752791661595,11.583786103365345,24.203638019049
5.918570344865829,33.85589128575828,8.244427238721832,12.597199355623712,24.285478612429475
17.432862840569204,58.5279033852484,18.050438283897986,-2.4957913881688336,30.658182431944095
11.885298148256144,35.18670886494927,8.583647775116544,9.302229377670162,28.41093417090595
5.653315878075948,35.09264344438971,8.508017619620789,11.3994590605601,23.33742661422238
13.045172073381787,46.308849517010955,10.245468551206498,3.0366691608411838,28.800289618372222
7.550218430193725,32.78047859357254,6.7755717586018696,13.332760076418921,24.93734091405781
36.62167582977844,41.512742180903,17.258458312548456,-8.810106731537738,36.64239786032519
5.87545905055928,37.058666285868966,10.14407923553508,12.681680559665018,24.366206817199203
8.04276641996068,37.35524316181665,6.8513606012910016,12.912140476900579,27.20654143527376
8.239575559476283,38.252492477534716,6.835587481870816,14.101775813731155,26.026914331322764
8.264709262430813,38.44648004260257,6.822524619957514,14.11790069669835,26.056720790717375
8.650841946092918,42.21412405369969,6.729989865822392,14.396070283898274,26.363558945347414
8.253661771878503,36.42297897839481,6.882505688237437,14.133979517219903,25.757041562913404
8.256874676604115,37.83762424935839,6.904103359683171,14.140754531061742,25.905221848097067
9.462138939799932,35.61296441268843,7.890770676249154,11.594506723006312,27.89771351555304
8.740804634248573,45.428316457819044,6.795702257298994,14.393249861388268,26.628562742636426
8.452050647002805,40.44925960135275,6.762730585005951,14.318403997046435,26.309088549108566
8.710939535425066,44.819014142817515,6.657922223766825,14.458750673560932,26.70121757562293
10.005428894930757,38.91546464177377,7.198150773659124,12.028224678267435,27.95961799221363
9.81478474317228,37.68208193010048,7.503497574428726,11.907578123031124,27.962515240350147
8.74952699875849,43.56641479667227,6.722178439313013,14.38791953735862,26.437089092405532
8.365950033259484,37.56905677536095,6.876138349464048,14.196462437859719,25.872962914757817
9.33710686165576,42.5569135886023,6.605679295950322,12.645604444544192,27.496150769867302
18.445316873306584,40.09994003294992,11.155351552365532,4.54044894085202,29.617699327277034
14.744787725310024,36.60296148773919,12.03080175101864,2.6031271750452873,29.5157331100862
9.478341260340635,44.99637509712725,7.11281466945869,12.481370170309654,27.131569324117677
8.755440732336048,44.62942538740628,6.72242811647895,14.403610418053047,26.540506485401107
8.66875083524097,42.586742549957094,6.700924466120829,14.412178411369574,26.432665887737844
8.988280583747017,46.69050048542221,6.995574310657805,13.60962518754164,26.759992021165896
8.907946615661665,46.57087112342035,6.935742575546616,13.882855779003913,26.73738711555482
8.997016244951645,46.81908688047245,7.062186356108294,13.512561604845526,26.75699541624262
10.250096627125616,47.32018547607115,7.816557629315108,11.63744101704733,26.866860154334255
10.227065472368288,45.31576001184021,7.418977661456694,11.605587365699934,27.184018064849763
10.084863972129911,47.43885491534335,7.745757131942238,11.847894684492257,26.84552085233967
8.907946615661665,46.57087112342035,6.935742575546616,13.882855779003913,26.73738711555482
10.904962216370693,47.032761298625914,8.089157935655425,10.855525482921555,26.91007178009271
11.8866644356832,49.33995065226224,8.893552721781296,8.612904967523507,26.761018975977322
17.61100591301342,39.050124315357785,10.001406841102664,6.486908861003665,29.30606943400998
10.889276173384875,47.01431854596496,8.082891375635185,10.873105959141109,26.9114207035405
11.481377507475989,45.25568487826068,7.788501548561147,10.114949689196132,27.280422306896778
17.96785929803677,40.26407437163965,10.341551174936631,5.844337227015422,29.299359279322058
11.915850166755304,48.22848155862135,8.539667499848079,9.407099018940615,26.857650459396222
