temp_wastewater_in,bod_in,cod_in,tss_in,ph_in,flowrate_in
21.734651023611214,224.51035528072066,468.60948048898786,214.18073776271666,9.264076045515342,462698.71917698823
20.64751767973861,252.52596818731124,552.2405530546847,218.81997058103406,9.088259557442974,456598.1952739569
21.249649542113563,244.68655630939185,527.8244329322272,219.59847921191977,9.227539695939303,459665.5956869383
21.061240540015596,244.52987953528813,556.5653800290185,219.88179397450966,9.176047624309476,458425.9453958949
20.51349478133901,258.6447685533771,553.1273614514026,217.00134769912646,9.071499292279842,456361.9310256009
21.826235105830786,220.98427390837824,459.3029594629946,210.85311423424912,9.272423888386694,463311.86999466625
20.814560712526504,248.59256704685694,556.2646273492231,217.12836898306514,9.109149163298476,457172.21757548634
21.64083318328874,228.48796071475925,478.33812325653014,217.5296709826107,9.254147584532848,462070.613461318
20.991315549546243,245.2121084514769,561.3291181692483,218.4436982495595,9.15617849083517,457978.2405252957
20.964537531351944,244.65741592293114,563.2654517433309,218.1019458089405,9.153114987808163,457848.4666763882
22.300285587573693,219.67569272158573,444.8659907888865,202.0851020507946,9.43978324387378,464842.5289762854
21.01967867821661,207.28032904598476,467.3794499302584,215.41250699679813,9.291236277930746,459299.1095769847
21.497453220896052,236.0137060630687,494.318601370644,220.2208788443377,9.240183058849642,461392.74027432693
21.160300943180506,244.12414378911808,544.2861964811821,221.250747043969,9.206324770762482,459077.72029118583
20.997142632085357,245.1014477592694,560.9305902320573,218.5107416246286,9.157834251958032,458011.1809811885
21.249649542113563,244.68655630939185,527.8244329322272,219.59847921191977,9.227539695939303,459665.5956869383
20.92729345289923,215.07881751539688,489.60872309712715,218.11995332306682,9.255244916045658,459038.5491595789
21.35267838801254,241.54770708245337,512.0016692654879,218.52409125218978,9.23452505846495,460291.8107824139
21.30179444736815,233.46857695203067,518.375085437526,224.50041705025438,9.242494412384907,460757.86929675814
22.071023238545564,213.98937271203062,466.2856129932067,214.2567154651779,9.398178962216107,461351.0259162576
21.208859964339776,244.42964286543602,535.2770138721285,220.13274379633646,9.221546486301701,459397.21778887743
21.269753799088345,238.11191346750132,523.7434364922339,224.44600540472905,9.234313506218221,460162.9585078483
21.645216810733363,228.40357522299678,477.6103274767902,216.99427415416514,9.254283639505541,462156.37131420354
21.984483559133327,207.99410711731133,446.4830406355812,203.534681498145,9.428799238584904,462688.7770994573
21.164185664873255,244.1485697149893,543.5599255961773,221.16109915334965,9.20754250800562,459103.2800910011
21.17389746910511,244.20964517883533,541.7484776160978,220.93713759799286,9.210586851113462,459167.1795905394
20.948583610926086,246.02514205571086,561.9878368196012,218.00481131891794,9.144036242600873,457736.67718208296
21.59305122460429,205.6270151363879,447.85733770379744,196.7291320954249,9.34062350657413,462450.86808421934
21.89107306059745,205.4237186384477,444.63863238155307,195.28702446151448,9.381895955167085,464662.08393654414
21.175839829951475,244.2218620974184,541.3869117440402,220.89237238740063,9.21119571973503,459179.9594904471
20.9874308278535,245.28590988885068,561.5949604710097,218.42262215341782,9.1550746500866,457956.2802213673
20.773452881508256,217.65035786247907,497.7142772242728,221.03974386922008,9.267946921039815,457835.14549234963
20.897088136143207,216.38463928364172,490.42051475635503,231.17665083265211,9.352112276548183,457461.7661744637
20.853822963108804,246.7646906513728,555.7155127626373,216.6939252239087,9.122367177987147,457307.8339855085
20.925219812770994,215.62778380240047,490.91548316911417,218.2401678338989,9.253306881950458,459042.5206946462
20.593546609695114,254.10314827387262,549.4642583107136,218.5803852645117,9.086141429295523,456428.1786701809
20.731039196132553,250.34376969421655,554.2489447378512,217.97253629792556,9.098704360370725,456885.2064247216
21.086906264673313,243.7288291991372,556.6074998077104,220.33344198180657,9.187885971388194,458628.0044239354
20.844111158876952,246.950399442966,555.4809869329276,216.79172159817108,9.119701277309865,457274.46059588465
20.68830725751239,251.34872646911003,553.2204862938438,218.40569838156338,9.093360507710017,456738.3635103769
20.562468836153176,255.51332259512242,549.780523557801,218.1188184494823,9.082254990996827,456394.3651652676
20.542630194034583,257.3063606937414,551.9489839660213,217.33252541146265,9.075142828184873,456393.63118645706
20.835926681836572,248.1814866371678,556.7814414042788,216.9129424470606,9.113019531194027,457245.6390326587
20.62809407127489,253.42003284259334,551.7745273477035,218.59961169518104,9.08583053350629,456531.44849470933
20.711190012835385,224.88878243634662,519.3798924118971,231.21346536616483,9.348527155131379,456016.9750888469
23.88385939955493,283.3581984001328,609.349556890476,242.9264566275189,9.451021852306258,460257.9667271674
20.50614037160842,258.08916203119804,552.0520424712524,217.43160967323368,9.075210821580441,456333.0781876122
20.48435936864345,259.990111339407,554.3082501512702,216.54243468616266,9.067855756374815,456330.2308647446
20.64751767973861,252.52596818731124,552.2405530546847,218.81997058103406,9.088259557442974,456598.1952739569
20.492128812028934,259.6306731547625,553.993100654872,216.6647169469136,9.068827365949488,456338.6842409729
20.639748236353118,252.894629133772,552.0540956435507,218.7729649832257,9.087287947868301,456571.49656225793
21.19914816010792,244.36851260578126,537.066863044638,220.35589362054773,9.218502143193856,459333.3182893391
20.703846144283357,250.9828235743776,553.5942505882605,218.24808584450923,9.095303726859367,456791.760933775
20.890312785534967,247.13815267463477,558.0991319136672,217.2624060647531,9.12794857498681,457432.53001455194
21.032105127320033,244.7262723804381,558.5453468584645,219.25752997017864,9.167768818695183,458234.2468972799
20.326786112341782,261.11105378944296,553.082322375603,216.65713799890435,9.066560097023885,455985.9329681884
21.273843278159898,237.1840451087571,548.4498298458855,243.00976359231456,9.331123670277407,455507.3857704363
20.61685493985156,253.05060737435352,550.021198845754,218.92719831984843,9.089056258019546,456493.5232786877
20.33451152709201,261.663974342063,558.1350572654818,214.88240573799976,9.047859154191983,456136.5371903033
20.427333644216997,260.0309929492662,552.4836813400343,217.2803671284216,9.074329575811724,456205.6321577509
20.41854095798039,256.7299704785077,565.5839527776216,225.7240178542901,9.243114241897956,454911.3204679573
21.141444252561097,237.34290934922225,551.5000871492224,244.18515921056232,9.332652600795232,455142.38763304433
20.57370796757651,255.88632919915608,550.6948098813324,217.79243592524088,9.07902926648357,456427.4446913705
21.25097812683411,269.08814629919226,641.4624170439541,255.04762541901283,9.368560904643527,453926.9089809327
20.267945448160603,262.1562948863609,553.2337612420197,216.66133683601345,9.061108479109901,456011.45152476843
20.43693645466371,271.4658589952725,580.9033292588823,224.12382878534194,9.188496168779668,455459.58245963784
23.017663788729244,296.6875337564464,662.2185165527459,267.87559826376435,9.395846549324375,456450.0723610371
20.334713543404753,250.6175443277079,540.9757507320143,220.58937201479404,9.169186256491109,455280.3692339881
21.950585211265093,254.85663592625056,589.187897003577,246.5095185023987,9.351208780611337,455812.1262055003
20.320629098395628,262.27773951211094,560.1437892245873,214.11285795838998,9.04044123624774,456131.57652337867
20.208175549647564,267.9165259068253,567.9204702027506,209.8880033705572,9.009481199816761,456679.9894598688
20.482417007797082,260.0800483127146,554.3870654832366,216.51187485641637,9.067612853981146,456328.11752068746
20.214623032972177,267.3942395704426,566.078137348149,210.56612323430778,9.012160785765186,456599.1777221814
21.69157408946009,252.01348513741797,588.5866100295154,248.57497956555187,9.337175673926684,455215.81305907894
20.270212906544376,275.2125274491772,587.4355019997317,200.70936593180525,8.990004071076761,457479.00442953774
20.42063227275415,279.00569833283737,600.9090679169718,200.25267741464367,8.994371694628544,457794.9694545235
20.229424246542475,273.8028220169681,582.8265168582745,202.42802544108153,8.994992057468444,457303.4946213711
24.307674175396805,329.21931863485054,699.6500939753829,225.23853988381515,9.396414827190473,461886.76687053085
20.659124569527293,282.02099643401914,624.8231991558262,199.8809445915899,8.991701621196587,458489.26957634423
20.1772955495866,271.79401387676984,577.2493332126546,204.92424738272217,9.000330233493482,457084.50533338776
21.901232983864652,312.3274344348623,757.0733506384349,281.01939098929154,9.351046240359537,454094.221586519
20.668714960859127,263.9850428465182,605.4610494062291,235.3873567951787,9.30963683225605,454520.4214315044
20.196965037714218,268.4073409694482,568.3922078088966,209.2452531037664,9.009419560238815,456711.6316808755
20.395108807131802,278.2294512686221,597.9738545697088,200.2227051755731,8.994084478462181,457712.10864285426
